id,Keyword,Tweet,Target
705,reps,"STATE REP SEARCH: Looking for state reps for Baekhyun's cup sleeve event in early May. 

Search end date: 15th April 2022

popteaeventsau
ustralia_kpop ",0
706,reps,"They said emialadee is an ""Ankara queen"", yet look at these two african reps.

If the argument is about who's dishing out ""quality n content"", please hand them their flowers ",0
707,reps,"Simple exercises for the week(a short thread) Ramadan Edition! 
 
AMRAP(as many reps as possible). Repeat 10x, Do it everyday and challenge yourself to beat your day 1 count!
 
If you're not fasting, then do each exercise for 1 min 

THREAD",1
708,reps,"Had a tough day? Run a bath! 
Tough workout at the gym? Run a bath! 
Stressed? Run a bath! 
There really isn't anything better than lighting some scented candles and soaking away the day. 

Bath Bathtime ",0
709,reps,"ortesSteve Don't mention Zelensky name here especially after Bucha scenes. 
You allegedly preach freedom, liberty, and God, but support Putin dictatorship that commits war crimes.
You stance is a disgrace and speak as a republican that's becoming an independent because of Putin loving reps ",0
710,reps,PM H.E ohamedHRoble opens the National Drought Relief Conference to alleviate the suffering of drought-stricken citizens. F,0
711,reps,"Big reps for the big man 

akeStetz | ProDay2022 ",1
712,reps,435lbs for 4 reps newpr ,1
713,reps,"NEW: Legislative staff in the Massachusetts Senate eaconHillUnion told Senate President Karen Spilka that they intend to unionize. 

In letter to Spilka, reps from a local of the BEW said a strong majority of around 200 staff had signed union cards ",0
714,reps,Pioneer Reps strongly support their customers &amp; communities.    Thanks to mcalpine1 McAlpine Seeds Ltd - a generous donation of $5000 was made to the Glencoe AG Society. ,0
715,reps,"Itll be called DRAGONWALK until youve done the full campaign arc and got like 8 reps to revered

Dragonflight Warcraft",0
716,reps,"Cross-dressers, Bobrisky and James brown may go to jail  House of reps ",0
717,reps,"10 Rs have signed on to a bill that would bar any delivery of military aid to Ukraine until a border wall system along the US-Mexico border is completed. The cosponsors include Reps. Bob Good, Jody Hice, Mary Miller, Ralph Norman, and Randy Weber

",0
718,reps,"Guild wars King Ras. 
(based on a joke about reps and strongholds)
EpicSeven E7Art ",0
719,reps,Brayden Swartout 68 getting quality reps with starting Oline during 1st Spring Scrimmage. ,0
720,protein,"Guy who hasn't gone full day w/o suicidal ideation in 17 years ""bro trust me. u dont need pills. Listen. Each morning, one handful of acai berries. Then 200 grams protein for lunch &amp; 1 floret of broccoli for however many cigs you smoke. Every other day, jerk off imagination only,",0
721,protein,"in (n_jelly_ )in  CPBin BAR PROTEIN Super 12 
1

 Hanon ",0
722,protein,"Noah Syndergaard calls Angels new team to beat in LA, says slumping Mookie Betts ""could use a protein shake""  ",0
723,protein,20222 Vaccine Detoxification Protocol &amp; Protecting Against Spike Protein Shedding ,0
724,protein,THE SPIKE PROTEIN WRITES ITSELF (ie BINDS) INTO HUMAN PROTEINS THE WAY HIV WRITES ITSELF (ie TRANSCRIBES) INTO HUMAN DNA. YOU. CANNOT. GET. IT. OUT.,0
725,protein,"If you wanna achieve your dream physique, a high protein breakfast is a must. 

this and I'll send you my favorite high protein breakfast recipes for FREE that takes less than 10 minutes to make! 

(Must be following me)",1
726,protein,"EC 7.1.1.7, ubiquinol oxidase (electrogenic, proton-motive force generating)   EC7 translocase",0
727,protein,"Plants are the original source of protein. 
Don't get yours filtered through an animal carcass. plantbased ",0
728,protein,"ateez choices when asked to assign a drink that represents them (from teen vogue interview)
hongjoong: plain yoghurt
seonghwa: water
yunho: pepsi
yeosang: protein milk
san: warm cup of milk
mingi: powerade
wooyoung: iced americano
jongho: red wine

TEEZofficial ATEEZ ",0
729,protein,"SARS-CoV-2  cause immune disorders.
S protein has holomogy with human proteins,  antibody  become autoantibody to attack ourselves. ITP disease is one 
SARS-CoV-2 Vaccine also suppresses innate immune response, people susceptible to Herpes Zoster.
",0
730,protein,Eat.your.protein. ,1
731,protein,"This is an easy one  

I will give away a box of Protein Bars to 2 People who can correctly guess my ""Arm Size"" in this picture.  

Follow &amp; as well   

You need to be a resident of India in order to participate and win tabhi bhej paunga 

bodybuilding ",1
732,protein,"Her coach prepared a protein drink for her upcoming match ! Thats really sweet of him 
She's really happy her boyfriend found such a hard working man to help her~ ",0
733,protein,"To all my Fitness freaks High-Quality protein source intake is what you need right now for Building Muscle Mass/Growth
Pea protein contains all nine essential amino acids that your body cannot create
A great source of branched-chain amino acids
Rich in Iron, product for R249 ",1
734,protein,"Let me tell you about our new paper studying ways that Molecular Dynamics (MD) simulations of protein crystals can be used to improve the modeling of data from protein crystallography and the biological insights we found using our methods.

",0
735,protein,The Protein Society is pleased to announce our 2022 Award Winners. Read the press release here:  ,0
736,protein,Anyone want some High Protein?  ,0
737,protein,"25g protein, 145kcal per pouch ! ",0
738,protein,"2
 NFTGiveaway 

 Mayo 1
Oops! People 4 Protein (gif)

1

ohnjohn_dots
&amp; 

4/5 23:59



NFTGiveaways NFTCollection NFTJapan ",0
739,protein,"Folding a beta barrel protein by the BamABCDE complex (PDB codes: 7TT5, 7TT6 and 7TT7). Morphing rendered with SCFChimeraX ",0
740,protein,"A lot of uses 
Spikey protein for one ",0
741,protein,Another day Vegan and I still haven't died of a protein deficiency.  ,0
742,protein,"Scientist I  Protein Team  Akoya Biosciences  Menlo Park, CA: PhD in biological sciences or other relevant field with at least 1-2 years of experience in the biotechnology or ... BayArea Biotech ",0
743,protein,"Research Associate (II, III, IV, Sr.) Protein Sciences  Codexis  San Carlos, CA: Passionate about large-molecule drug discovery to improve the quality of life for patients with rare diseases. ... BayArea Biotech ",0
744,protein,=+Soy protein,0
745,protein,"The apocalypse is upon us, a deadly pathogen has escaped the CDC research facility in Atlanta, GA.

Will you fight to survive, or cower and accept your fate?

Spike the Mutant Protein is airborne, there is nowhere to hide.",0
746,protein,"All the protein for you! 

 ",0
747,protein,Okay 'La la land' was molten shit. But the soundtrack ,0
748,protein,Would you ape into this project? ,0
749,protein,Dessert and protein in one shot. ,1
750,protein,The Protein Shake! ,1
751,protein,"Do we have to file a missing persons report on Alex? SummerHouse

Do we need to put out a dozen eggs? Ground turkey? Tub of protein?",0
752,protein,"my first recovery meal!
vanilla and blueberry protein porridge &lt;3 ",1
753,protein,"Leukemia treatment and important points 

 blood cells, cells, Genetics, Hhex protein, immune systems, Leukemia, Leukemia treatment, normal cells, protein",0
754,protein,glutes and protein shake for now ,1
755,protein,"The spike protein of SARS-CoV-2 is covered in a dense forest of carbohydrates. The only part of it left exposed above the tangle is the ACE2 receptor binding domain. Most successful antibodies target this region.
This model is from the lycam builder.
b3d COVID19 ",0
756,protein,"Muscle pharm vanilla protein powder
Blueberries
Silk almond milk
 ",1
757,protein,Eat your protein. ,1
758,protein,"A vote for Liberal or Labor is a vote for the Great Reset.

- Social credit score &amp; digital ID
- Surveillance state 
- State Medical ownership of your body ... implants, drugs
- Control of transport to keep you in cities
- Insect based protein
- Communism
Auspol Auspol2022",0
759,protein,"8 hours sleep + Heavy lifting + High protein diet + No sugar + No porn + No alcohol + Solid purpose + Outdoor meditation + No media + Good circle

= The original antidepressant",1
760,protein,"Hello Mumbai   We are Opening Soon 
We serve with the best healthy protein meals. To explore more visit us @ Kandivali, Nabard Nagar, Thakur Complex, Kandivali East, Mumbai, Maharashtra 400101 or order online from Swiggy/Zomato on 8th of April, Friday 
.
keycafe ",0
761,protein,"Did you know that the Feeding America network of food banks distributed 3.8 billion pounds of fresh produce, dairy, and protein in the past year?  

As millions of our neighbors face hunger, food banks and supporters take action every day to make sure people have nutritious food. ",0
762,protein,I think she's asking if you have a spare protein shake ,0
763,protein,"Multiple viral antigens you say huh ? Well COVAXIN covers spike protein, receptor binding domain and the nucleocapsid protein. New study shows a spike based vaccine (Pfizer moderna ) does not provide acute protection to the central nervous system. ALL U.S. HAS IS SPIKE BASED ",0
764,protein,Protein smoothie&gt; shake,1
765,protein,"Why Is Protein Important For Weight Loss? 
weightloss
weightlossjourney weightlosstips ",1
766,health,"Tigrayans worked long &amp; hard to build their community health centers, but within a matter of months decades of investment has vanished. The intl community has the responsibility to hold those who have looted &amp; destroyed these facilities accountable. N_HRC NeverAgain4Tigray",0
767,health,Ethiopia &amp; Eritrea have denied urgent post-rape care to the TigrayanWeaponizedRapeVictims by imposing a waterproof siege a,0
768,health,"The double victimization of 100,000s TigrayanWeaponizedRapeVictims by Ethiopia &amp; Eritrea, through deliberate denial of",0
769,health,"GodMorningSunday 
Smoking is injurious to health for both Men and women.
Stop smoking live mentally healthy.
Sant Ra",0
770,health,The Tigray Regional Health Bureau showed that 7.3% of the women and girls who have been raped have been diagnosed with various sexually transmitted infections and 5% have been infected with HIV. TigrayGenocide HO ealthFdn,0
771,health,"NationalWalkingDay celebrated in school .this day encourages us to be healthy and reminds us the fact,30 minutes of walking everyday have a great impact on our overall health.elhiGovtSchool sisodia elhiGovtSchool ",1
772,health,"Mental health care &amp; psychosocial support services, including specialized services, are massive gaps in Tigray due to",0
773,health,"Do you agree the Prime Minister presided over wide spread criminality in his office?

The Health Secretarys disgraceful response has to be seen to be believed 

A masterclass from ayBurley in how to hold Government to account in refusing to let him off the hook ",0
774,health,"Let us PrayTogether for health care workers who serve the sick and the elderly, especially in the poorest countries. May the",0
775,health,"Beginning of a new era - not only in Agriculture, but in so many different other fields (health, education, disaster ma",0
776,health,"Happy Chinese New Year to my Chinese friends!

We wish everyone health, happiness and all the best in 2022,we all f",0
777,health,Let's act now to combat climate change.Delayed efforts to mitigate either carbon dioxide or short-lived climate pollutan,0
778,health,"The Speaker nitahAmong has directed the Minister for Health to report to the House within two months on the progress on the acquisition of a positron emission tomography (PET) scanner.
LetsBuildUG
UgMoving4wd ",0
779,health,"To achieve a gender equal future, women, girls, and people with menstrual cycles must have access to the health services and menstrual products needed to feel safe and empowered EndMenstrualStigma Hike4GirlsUg ",0
780,health,"In 2020, approximately 9,400 people died OF COVID19 in the UK  with no underlying health issues in an average year 30,000 people will die from flu and pneumonia lets screw our heads back on! ",0
781,health,Mens Health    ,1
782,health,"Use Organic Colours to celebrate IdealHoliVedicHoli
Health Care with Palash Colors  is the best option to get rid of Sk",0
783,health,OurHealth: 04-05-2022 Java Burn Health and Fitness Top 10 HealthandFitness || Courtesy of Fitness Help For You Subscribe by Following,1
784,health,"BREAKING: The Australian Department of Health CAN'T define what a woman is.

Senator Alex Antic posed the basic question today, which 'had to be' taken on notice.

These are the same people who blame 'science' for shutting down our country for two years.

Their science... ",0
785,health,"Aid workers have described a deliberate &amp; widespread targeting of health-care facilities in the Region, which is having a devastating impact on the ppl, especially those in rural areas.
NeverAgain4Tigray SAmbUN UCouncil ucopresident 
",0
786,health,"Just praying to God to bless Rita Maa with good health, strength &amp; peace &amp; protect her &amp; her whole family from all evil eyes",0
787,health,"Hi my name is ashwiniranganath and i am raising funds for my daughter, baby of inchara who is suffering from end-stage",0
788,health,Worldly benefits &amp; good health are by-products of true worship. However one needs to have firm faith in true worshipo,0
789,health,"The deliberate delay to finalize the National School Health Policy for 21 years is costing learners!

For decades, childr",0
790,health,"Govt boosts infrastructure at Moroto Regional Referral Hospital.
.inofHealthUG has provided more infrastructure at Mo",0
791,health,"Himachal Pradesh will be corruption free.
Government schools will be better
Everyone will get free health services.
 El",0
792,health,"Pujya Sant Shri Asharamji Bapu often keeps on telling many health tips through his satsango and satsahitya, by adopting",1
793,health,"Connecticut Center for Recovery offers comprehensive and compassionate mental health treatment in Greenwich, CT.
rehabcenter, addictiontreatmentprograms
Address:- 177 W. Putnam Avenue, 1st Floor, Greenwich, CT 06831
Phone:- 203-350-3100
Website:-  ",0
794,health,"The Late Speaker of Parliament Jacob Oulanyah 
commended efforts made by Lalogi Health Centre IV to bring down the number of",0
795,health,"Hope Yeaji will love our gifts! 
.
Yeaji-ah, we wish you good health, lots of energy, happiness and love! 
.
May Eve b",0
796,health," Mr. Road, Health, Education, infrastructure, Mr. Rural development, Mr. Commence and industry Mr. Tranport, Mr. Energy,",0
797,health,"atewayTraffic  RISEtv hannelstv HNSNigeria The Management and Staff of Conference Hotel will like to wish our Chairman Otunba Gbenga Daniels ,A Happy Birthday,many more years in good health Sir happybirthday teamconferencehotel ",0
798,health,Medical supplies have been delivered to Tigraythe first since July 2021. HO says it's not enough to restock the depleted health system. Restricted humanitarian access compounded by lack of fuel means those in rural areas wont have access to aid. TigrayGenocide Woodward_UN,0
799,health,"My first big win  Thank you heHeira I just received my prize so fast and sponsor iNeighbours as well. Wishing you both a good health 

HeiraWin ",0
800,health,"EndSARS To save life, End Herdsmen to save Health ",0
801,health,"To ensure good health: eat lightly, breathe deeply, live moderately, cultivate cheerfulness, and maintain an interest in",1
802,health,"We have not lost hope, we do not give up, we support each other.

The war in Ukraine has forced many health workers to t",0
803,health,Deans Road Maradana blocked towards Town Hall due to a protest by the GMOA in front of the Health Ministry -Reporter- https:,0
804,health,Health inequality ,0
805,health,"tandardBankZA
Lets check in with the FinanceFitSA crew and take stock of our progress in our journey towards financial and mental fitness. Our hosts ineoTsamela and Dr Thandu Tshume chat to entertainer arpo_mr_. Listen here:  ItCanBe",0
806,health,"Despite the Geneva convention, EritreanTroops have systematically destroyed Tigray's health infrastructure. These essential facilities are not able to provide basic health services while ppl have to travel for days in search of help. NOCHA NeverAgain4Tigray TigrayGenocide",0
807,health,"More alarming, Tigray's ability to provide support for survivors is curtailed completely as a result of the deliberate",0
808,health,"1. Himachal Pradesh will be corruption free.
2. Government schools will be better
3. Everyone will get free health service",0
809,health,"Did you know that as soon as AMENDED HEALTH ACT kicks in them MANDATORY VACCINE is achieved by state...

People will loose j",0
810,health,SA no longer in a State of Disaster as it's about to become a dictatorship state with the new Health regulations NoToHea,0
811,health,Nearly half of workers in Ontario don't have access to health benefits. An ntLiberal gov will create an affordable healt,0
812,health,"On 4 April, our four-person SF team visited Mykolaiv to meet with city and regional health authorities. At around 15.30",0
813,health,"The radiance of happiness on every face is because of Your unbeatable love and care. Thank You, Saint Dr. urmeetramrahim",0
814,health,"Happy Birthday My dearest eDeshmukh - may god bless you with abundance of love, happiness and best of health. Am proud of t",0
815,hiking,I so love hiking naked. The freedom to be fully me. The freedom to be fully in my body. Such a blessing!  ,1
816,hiking,"Today: Rishi Sunak is hiking your National Insurance payments.
 
The Conservatives have done this at the worst possible time - while energy bills and petrol prices are soaring. 
 
Vote Labour on Thursday 5 May for a party that is on your side. ",0
817,hiking,Check out this listing I just added to my Poshmark closet: Men's Casual Summer Outdoors Hiking Short Sleeve Tee Shirt.  shopmycloset oshmarkapp,1
818,hiking,Check out this listing I just added to my Poshmark closet: Timberland Chocorua Waterproof Mid Hiking Boots. Mens Size 13.  shopmycloset oshmarkapp,1
819,hiking,"A fisherman in the sunset
photography travel hiking nature ",0
820,hiking,"Attach no weight to the right to protect your energy.

hiking ",1
821,hiking,Check out this listing I just added to my Poshmark closet: Bass Propel Tiffany Blue Suede Slip On Hiking Water Sport Shoes - 7M.  shopmycloset oshmarkapp,1
822,hiking,"220405 Update My Profile Ep.1 (eunwoo cut ver.)

Eunwoo's parents call him ""Cha-star""
Motto: Know Thyself
Hobby: Watching movies, dining out, listening to music, watching musicals, Date with mom &amp; hiking
skills: , , 
Food: from greasy food to Korean cuisine

(...) ",0
823,hiking,"Mount Kadam Hiking &amp; Trekking expeditions are a mix of rich encounters with d Ugandas highland people, breathtaking views n unique sights along the trails and unique campsites where you can enjoy the sunset, the stars and sunrise over the planes of Karamoja.
StopCattleRustling ",1
824,hiking,Cant wait to go hiking this summer ,1
825,hiking,"Gym Maniac Light Gray Camo GM Support Compression Knee Wraps in 
 use HAPPY2022 to get 25% off 
jacuzziintall jacuzziinstall ",1
826,hiking,"This is giveaway for 3 Xbox games (Digital):

- Super Hiking League DX
- Venus: Improbable Dream
- Flatland Vol.2

Secret codes at my twitchs channel panels:


First secret Code:
SaveUkraine

",0
827,hiking,"AutismAcceptance is also about finding out what makes someone happy, and doing that thing. In our case, thing= hiking.

[image: selfie of me &amp; Leo hiking in a redwood forest.] ",1
828,hiking,"Lets go hiking Kisoro.The classic and much loved walking trail is between Kisoro and Buhoma, which you can also combine with a gorilla trekking adventure. The usual amount of time to do the trek is over two days 
VisitUganda ",1
829,hiking,"Hi ishiSunak, you have hit Britain with 15 tax rises in just two years.
 
That's hiking taxes to their highest level in 70 years.

CostOfTheConservatives ",0
830,hiking,"Follow us see for more hiking and camping contents.

hiking hikingadventures nature camping adventure naturelovers mountain Glamping outdoors travel ",1
831,hiking,Found a little buddy hiking today. ,1
832,hiking,10000LM 3x XHP70 LED Flashlight USB Rechargeable Zoomable Torch Lamp Light IE  eBay ,0
833,hiking,feels good to be hiking naked again! nothing quite like my dick swinging around in nature ,1
834,hiking,nari and prestons hiking. ,0
835,hiking,"For Hyojoo, hiking is healing.  ",1
836,hiking,"Research before hiking in unfamiliar area 
 hiking backpacking RVing
  ",1
837,hiking,NewProfilePic Hiking in Glacier National Park last summer. ,1
838,hiking,He went on a horny hiking ,0
839,hiking,Went hiking in the reserve today  I heard Spanish music coming from the trees  I became one of the stupid people in horror movies I yell at  for going to look for the source ,1
840,hiking,Portable Butane Gas Light Lantern Adjustable Fuel Lamp for Fishing Backpacking  eBay ,0
841,hiking,Went hiking today on my last day off. So glad I did.  ,1
842,hiking,I need the warm weather to come back I wanna go hiking!!!! ,1
843,hiking,"If they keep on hiking fuel price that means transport fares will also be increased &amp; it'll be difficult for Zambians to travel.

Me: That's when Yango_Zambia comes in. ",0
844,hiking,Hiking through the desert gets me hot  ,1
845,hiking,Hiking in nature.  Cold outside but this is still damn hot. ,1
846,hiking,*CATHIE WOOD SAYS FED HIKING INTEREST RATES WOULD BE A MISTAKE ,0
847,hiking,5hrs hiking yet worth remembering loveyou cuties ,1
848,hiking,"Examples: hiking with friends, relaxing at the beach, interesting architecture, walking your pets, anything is possible!

To enter:
this tweet
Tag 3 friends
Tweet your photo with tovalhalla
Sign up on Premint - there will be a prompt to submit a link to your tweet",0
849,hiking,"Some camping, hiking and fishing need to happen soon",1
850,hiking,Hiking out on the trails. ,1
851,hiking,Posted up our sticker! ,0
852,hiking,nature naturelover waterfalls video hiking Camping California ,1
853,hiking,"Snow capped Mt. Rwenzori ""Mountains of the Moon"" 
Are you a lover of hiking? This is a chance for you!

UgMoving4wd 
LetsBuildUG ",1
854,hiking,Hiking the Desert ,1
855,hiking,"Coupon Coupon iMars SP-B21 21W Solar Panel Mini Foldable Waterproof Sun Power USB QC 3.0 Charger for Hiking Camping Mobile Phones banggood coupon 
 31 EUR

",1
856,hiking,"Ennead l modern(?) AU

Dad, are you sure youre not a devil fruit user?
Whats that?
Should we go hiking next time? ",1
857,hiking,"this reminds me of that clip where josuke thinks jotaro is asking him out and he goes ""hiking!?? like chasing each other in a breazy meadow!?? catch me if you can~!""and i just. i love them so much ;; ",0
858,hiking,"AH doesn't follow wet sock Josh Drew anymore? 
What happened to the impressive witness she contacted short before the UK trial to butter him up?
No more hiking together?
He &amp; Eve  don't follow each other either. 
 JusticeForJohnnyDepp JohnnyDepp ",0
859,hiking,clapham hiking TheYorkshireDales ,1
860,hiking,a short cover of panalangin by apo hiking society &lt;3 ,0
861,hiking,"Im already ready to go back to this one!  The views were incredible 

hiking ",1
862,hiking,"Join Kenya Red Cross Bomet Branch Youths this coming Saturday 9th for a beautyful hiking experience at NGULOT HILLS in Bomet County.

The hiking experience aims at improving Physical and Mental well being.
enyaRedCross ",1
863,hiking,"We welcome our new SF_Pakistan German Guest Intern Ms. Cosima Dumler (oforpeace). She's a student of War &amp; Conflict Studies at the nipotsdam, Germany. Cosima enjoys skiing and hiking in the mountains. She also prefers playing soccer and supports the fB . ",0
864,hiking,Hiking with us is never boring ,1
865,hiking,Would you help me out when we are hiking if I get horny af? ,0
866,hiking,KEUMER Venustas Large Pop Up Beach Tent Automatic Sun Shelter Cabana Easy Set Up  eBay ,0
867,hiking,The aftermath of hiking/climbing when you have the limbs of a 90 year old. iceicebaby  ,1
868,hiking,Fields of Gold! hiking ,0
869,hiking,The best for work and hiking ,1
870,hiking,Out hiking.  Quite a nice day ,1
871,hiking,Out hiking on another gorgeous spring day ,1
872,hiking,A unique canyon that isnt explored often. hiking ,1
873,hiking,"Hiking through some of the loveliest parts of northern Jordan today, from Rasoun to Pella. The fields and forests thick with spring wildflowers ",1
874,hiking,Would you go hiking with me?   ,1
875,hiking,"irdrop365Team: Airdrop: FGC TOKEN (FGC) 

 Total Prize: 2,500,000 $FGC Tokens
 Per participant: 300 $FGC Tokens
 Per referral: 60",0
876,hiking,anyone wanna come hiking with me? ,1
877,hiking,wanna go hiking with me?  ,1
878,hiking,CATHIE WOOD SAYS FED HIKING INTEREST RATES WOULD BE A MISTAKE ok,0
879,hiking,Flashing the goods while hiking. Its what I do  ,1
880,hiking,"iving_Lou: DELICIOUS vermicelli salad!

Recipe uses rice noodles, veggies and herbs. The salad dressing calls for lime juice, fish sau",0
881,hiking,The PM stood on the steps of Downing Street in 2019 &amp; said his Government had a plan to fix social care. That plan did not involve raising taxes as he pledged not to raise them. Hes now hiking taxes to a SEVENTY year high to pay for social care. Ever feel like youve been had? ,0
882,hiking,"Meet Jrgen, the newest member to the AdventurePlush pack. Today we went hiking and found this great view point tower.
 by Hermann Teddy
 Limburg, the Netherlands ",1
883,hiking,"Throw back to beautiful Holland Falls, MT! 
hikinglikeitsmyjob hiking nature adventure explore travel beautiful waterfall Montana beauty ",1
884,hiking,"The trajectory &amp; trends mental health poses and its hiking impact, participate in our upcoming webinar ""Mental Health &amp; Youth Devt""

Join as we discuss issues on Mental Health and good well-being amidst work stress and recovery from COVID19. 

TwitterSpace ",0
885,hiking,can I be your new hiking buddy?  ,1
886,hiking,"just hiking along, gettin abducted n shit
fiendzfollowfiendz fiendz ",0
887,hiking,So yall stopped hiking for no reason ?,0
888,hiking,"Boris Johnson has said that he has absolutely no problem with hiking national insurance to help fund the NHS.

I thought Brexit was paying for the NHS.",0
889,basketball,Top 10 basketball movies. A Thread. ,0
890,basketball," WL GIVEAWAY!

Project - ft_basketball

10x WL SPOTS

To enter:
1Follow ft_basketball
 &amp; Join: 
2+ Like
3Tag friends
Winners in 24H!  
SolanaNFTs ",0
891,basketball,This Lebron tweet aged like milk LakeShow ,1
892,basketball,"Kyrie Irving is a basketball wizard. 

 rooklynnets ",1
893,basketball,"UNANIMOUS NATIONAL PLAYER OF THE YEAR

For the first time in Kentucky men's basketball history, a Wildcat has won all six",1
894,basketball,"The Female Manager Of The Basketball Club Is Forced To Sexually Treat Her Advisor Teacher Every Day
Cast : Shirato Hana
Asi",0
895,basketball,"We are proUD to announce our new head women's basketball coach, Sarah Jenkins!! Welcome Back Home 

",0
896,basketball,Can confirm Louisville has reached out to 5* SF amelijahfisher from Crestwood secondary. The 2023 prospect is widely rega,0
897,basketball,"GONG YOO INVITING NAM JOOHYUK TO PLAY BASKETBALL WITH HIM  SOOP CRUMBS AGAIN HUHU

NamJooHyuk GongYoo ",0
898,basketball,can't wait for this guy next year andrewwinggins basketball,0
899,basketball,"Bocce Villa  outdoor basketball court in  Asmara Eritrea 
 amyAA31829223 ",0
900,basketball,"gong yoo invites nam joohyuk for a basketball game - soopoiler
NAMJOOHYUK  ",0
901,basketball,Basketball + Style + Infinite Possibilites = Draft Day Kicks.  imaginedby me and didasoriginals ,1
902,basketball,I have seen Rob_4 make great plays on the basketball court.. but this play right here I will never forget! This is my s,1
903,basketball,"There is no more GOAT debate. 

Michael Jordan is the greatest basketball player of all time. ",0
904,basketball," The fact that they can do volleyball, badminton, billiards, basketball, mag asawa nga kayo. 

ViceIon ",0
905,basketball,"a hoonki three-tweets au

kung saan umamin na si rix sa friend slash longtime crush niyang si hoon na basketball capta",0
906,basketball,This. No words. Just watch.  ,0
907,basketball,"GONG YOO INVITING NAM JOOHYUK TO PLAY BASKETBALL WITH HIM  SOOP CRUMBS AGAIN HUHU

NamJooHyuk GongYoo ",0
908,basketball,"YOUNGEUN today at SPOTV2 KBL (Korean Basketball League) Awards Ceremony

 fficial_kep1er SPOTV2
2021_2022__ ",0
909,basketball,"hayy i need some anime and genshin moots! genshintwt anitwt 
(AR55 + xingqiu main)
-jujutsu kaisen 
-demon slayer 
-kuroko",0
910,basketball,oachdgates Please bring these beauties back.  Melvin Booker would be a great representation of Mizzou basketball as,0
911,basketball,"Left Lawrence a great team

Returned as a legendary one  ",0
912,basketball,"jikookau where
Sam (jimin), an arrogant ,trouble maker and naughty son of a rich businessman will live in the house of a",0
913,basketball,"NBA: The uns win franchise-record 63rd game to headline a BUSY Tuesday around the A...
 

 
Basketball NationalBasketballAssociation NationalBasketballAssociation ",1
914,basketball,"Looking to buy Rookie Autos of:

Baseball: Vladdy, Luis Robert, Acuna, Harper, Julio Rodriguez, Torkelson, other top pro",0
915,basketball,"$300 in 48 hours

$150
&amp; Follow ~ ft_basketball

$150 Bonus
Join ~ 

Post Proof ",0
916,basketball,"Here are the ALL STARS and MVPs in 8Athletics boys basketball, girls volleyball, boys hockey and girls hockey! Cong",1
917,basketball,We would like to congratulate Jaylen Fornes and the UNC Wilmington Seahawks for winning the College Basketball Invitat,1
918,basketball,"The future is bright for Hubert Davis and NC_Basketball 

MarchMadness ",1
919,basketball,"CAVS   n Celtic basketball Combo N18,500
Available in MXXL

DmWhatsApp: to place an order 
Delivery Nationwide ",0
920,basketball,"Congrats to our MarchMadness NFL Alumni 1-v-1 basketball tournament WINNER Troy Polamalu!
Shoutout to the strong showing fr",1
921,basketball,"The PantherFamily welcomes oachJonas home to the ATL!

 

OurCity ",0
922,basketball,"All love for NC_Basketball &amp; our fans 

GoHeels x CarolinaFamily ",1
923,basketball,"A basketball legend  

Thanks for one last ride, Coach K  MarchMadness ",1
924,basketball,"Jack Norton our 6'1"" 2022 Sr PG  has earned a well deserved All City Honorable Mention Award.  Playing his best basketball",1
925,basketball,"NusumaretaNFT X Norwood5 One of our Consigliere (Partner) in the Hideout.

Gabe Norwood is a Filipino-American basketball player for Rain or Shine Elasto Painters and Gilas Pilipinas who is also an NFT Enthusiast and Collector.

We're glad to have you on board, Gabe!  ",0
926,basketball,"Stephen Curry historic 2016 season 

30.1PPG

5.4 RPG

6.7 APG 

2.1 SPG

50/45/90 splits 

Joins 50/40/90 club",1
927,basketball,"I really wish witterSafety would start banning these accounts.

This is not a different point of view.

This is a",0
928,basketball,S/O to all mporiaSpartans student athletes for your hard work and commitment in the classroom as well as in competition o,1
929,basketball,NC_Basketball Lol heres the best fans in the nation leaving AFAM court when their team is getting blown out. UNCheat ,1
930,basketball,eorgiaStateMBB supanthertalk oachJonas   WELCOME COACH No Doubt the tradition of unBelt  Mens Basketball dominance will continue.  Looking forward to the recruiting classes to come!   OurCity ,1
931,basketball,"Wow really very good  i am very interested.own world of fantasy sports like football, cricket and basketball ..
Vision11Fantasy ision11ofc",1
932,basketball," Arkansas men's basketball assistant coach Clay Moser will be stepping down from his position on staff, he announced thi",1
933,basketball," IceCube wanted to keep watching his favorite players so he founded The BIG3 Basketball League 
",1
934,basketball,"Iconic form from an iconic jump shooter. 

basketball basketballtraining basketballshot basketballcoaching basketballessons basketballtips basketballdrills ",1
935,basketball,"ShaneMarriott and I have a great conversation D937on acting, basketball, and ThePorters, maybe check it out on  or you know dont. Totally up to you, its your life  im just simply here to inform. ",0
936,basketball,The killa that casuals once dubbed empty stats and not a leader just led his team to a franchise record 63 wins. Devin Bo,1
937,basketball,"Takeaways:
1-Character. Academics. Basketball. 
2-Tradition &amp; Enhance.
3-Family.
4-oachmessers smile just makes you smile",0
938,basketball,LeBron will be the only guy in NBA history to get criticized for scoring 30ppg efficiently in the game of basketball  https:,1
939,basketball,Beamer begins his press conference by congratulating awnstaley and the womens basketball team. Also gave a shoutout to the,0
940,basketball,".amPurcellMSU's staff keeps getting better!

Help us welcome Joi Williams to Starkville as the new Assistant A.D. for W",0
941,football,"irooo5: Free NFT giveaway 

Drop your $ETH address, Follow &amp; ",0
